fips,place,state,hs_total,hs_occupied,hs_vacant
3771500,Waynesville,NC,5534,4426,1108
3771560,Weaverville,NC,1582,1411,171
3771600,Webster,NC,175,157,18
3771680,Weddington,NC,3285,3129,156
3771760,Welcome,NC,1855,1712,143
3771780,Weldon,NC,809,645,164
3771860,Wendell,NC,2430,2270,160
3771900,Wentworth,NC,1138,1043,95
3771940,Wesley Chapel,NC,2359,2282,77
3772150,West Canton,NC,558,512,46
3772540,West Jefferson,NC,751,620,131
3772600,West Marion,NC,643,591,52
3772755,Westport,NC,1671,1506,165
3773140,Whispering Pines,NC,1365,1257,108
3773160,Whitakers,NC,372,319,53
3773300,White Lake,NC,1443,351,1092
3773320,White Oak,NC,161,134,27
3773460,White Plains,NC,490,447,43
3773660,Whiteville,NC,2662,2318,344
3773760,Whitsett,NC,279,256,23
3774020,Wilkesboro,NC,1633,1429,204
3774220,Williamston,NC,2685,2397,288
3774440,Wilmington,NC,53400,46948,6452
3774540,Wilson,NC,21870,19585,2285
3774580,Wilson's Mills,NC,823,751,72
3774680,Windsor,NC,1193,1088,105
3774720,Winfall,NC,302,246,56
3774760,Wingate,NC,1046,945,101
3775000,Winston-Salem,NC,103974,92337,11637
3775060,Winterville,NC,3593,3412,181
3775080,Winton,NC,393,327,66
3775280,Woodfin,NC,2698,2359,339
3775340,Woodland,NC,364,325,39
3775375,Woodlawn,NC,385,361,24
3775780,Wrightsboro,NC,2111,1961,150
3775820,Wrightsville Beach,NC,2751,1149,1602
3775960,Yadkinville,NC,1235,1083,152
3776000,Yanceyville,NC,748,650,98
3776200,Youngsville,NC,562,522,40
3776220,Zebulon,NC,1862,1655,207
