place_id_2010,place,state,total,rc_white,rc_black,rc_am_indian,rc_asian,rc_pac_isl,rc_other,rc_multi,eth_hispanic,eth_non_hisp,eth_white_nh,eth_black_nh,eth_am_indian_nh,eth_asian_nh,eth_pac_isl_nh,eth_other_nh,eth_mult_nh
4550290,Ninety Six,SC,1998,1563,394,5,8,0,9,19,24,1974,1550,393,4,8,0,0,19
4550515,Norris,SC,813,740,52,4,0,0,12,5,25,788,728,52,4,0,0,1,3
4550560,North,SC,754,366,356,6,1,0,0,25,6,748,365,352,6,1,0,0,24
4550695,North Augusta,SC,21348,15837,4362,54,238,8,428,421,890,20458,15468,4316,44,236,8,39,347
4550875,North Charleston,SC,97471,40514,45964,453,1897,157,6067,2419,10617,86854,36945,45507,333,1871,119,226,1853
4551145,North Hartsville,SC,3251,2386,736,24,9,0,52,44,108,3143,2342,731,21,9,0,0,40
4551180,Northlake,SC,3745,3213,345,19,67,1,33,67,75,3670,3183,344,18,64,1,6,54
4551280,North Myrtle Beach,SC,13752,12433,456,75,128,9,455,196,871,12881,12065,445,68,126,9,7,161
4551550,Norway,SC,337,135,182,2,0,0,12,6,13,324,134,182,2,0,0,0,6
4551720,Oak Grove,SC,10291,8110,1158,44,161,5,630,183,1096,9195,7713,1138,38,160,4,10,132
4551887,Oakland,SC,1232,686,452,6,30,2,11,45,65,1167,650,444,4,30,2,0,37
4552540,Olanta,SC,563,329,213,0,2,0,9,10,12,551,326,213,0,2,0,0,10
4552585,Olar,SC,257,136,112,1,1,0,0,7,1,256,135,112,1,1,0,0,7
4553080,Orangeburg,SC,13964,2977,10479,25,231,7,93,152,266,13698,2891,10411,24,231,7,12,122
4553485,Oswego,SC,84,73,11,0,0,0,0,0,2,82,71,11,0,0,0,0,0
4553845,Pacolet,SC,2235,1692,486,4,26,2,3,22,25,2210,1671,486,4,26,2,0,21
4554025,Pageland,SC,2760,1450,909,14,18,0,312,57,385,2375,1394,906,10,18,0,1,46
4554340,Pamplico,SC,1226,493,683,4,2,0,29,15,43,1183,491,672,4,2,0,0,14
4554535,Parker,SC,11431,7083,2475,54,51,2,1469,297,2373,9058,6337,2423,35,48,2,18,195
4554700,Parksville,SC,117,110,3,0,0,0,0,4,1,116,110,3,0,0,0,0,3
4554925,Patrick,SC,351,265,80,2,0,0,0,4,1,350,265,79,2,0,0,0,4
